rank,slug,title,devpost_url,stage,leverage,execution,impact,creativity,aggregate,confidence,webmcp_verification,adjudication,screenshot
1066,pixael,Pixael,https://devpost.com/software/pixael,S1R,8,8,8,8,32,0.81,UNVERIFIED,,screenshots/pixael.png
1067,pixel-art-tutor,Pixel Art Tutor,https://devpost.com/software/pixel-art-tutor,S1R,8,8,8,8,32,0.89,UNVERIFIED,,screenshots/pixel-art-tutor.png
1068,pixelforge-studio-56psei,PixelForge Studio,https://devpost.com/software/pixelforge-studio-56psei,S1R,8,8,8,8,32,0.82,UNVERIFIED,,screenshots/pixelforge-studio-56psei.png
1069,pixelmesh-webmcp-image-studio,PixelMesh: WebMCP Image Studio,https://devpost.com/software/pixelmesh-webmcp-image-studio,S1R,8,8,8,8,32,0.84,UNVERIFIED,,screenshots/pixelmesh-webmcp-image-studio.png
1070,pixelplace,PixelPlace,https://devpost.com/software/pixelplace,S1R,8,8,8,8,32,0.87,UNVERIFIED,,screenshots/pixelplace.png
1071,playable-nzm7bq,Playable,https://devpost.com/software/playable-nzm7bq,S1R,8,8,8,8,32,0.83,UNVERIFIED,,screenshots/playable-nzm7bq.png
1072,polaris-chat,Polaris Chat,https://devpost.com/software/polaris-chat,S1R,8,8,8,8,32,0.82,UNVERIFIED,,screenshots/polaris-chat.png
1073,pricepilot-xw12er,LightningPricePilot,https://devpost.com/software/pricepilot-xw12er,S1R,8,8,8,8,32,0.81,UNVERIFIED,,screenshots/pricepilot-xw12er.png
1074,prism-xur62f,Prism,https://devpost.com/software/prism-xur62f,S1R,8,8,8,8,32,0.84,UNVERIFIED,,screenshots/prism-xur62f.png
1075,prismlaunch,PrismLaunch - Launch Video Creator,https://devpost.com/software/prismlaunch,S1R,8,8,8,8,32,0.88,UNVERIFIED,,screenshots/prismlaunch.png
1076,project-desk,My Project Desk,https://devpost.com/software/project-desk,S1R,8,8,8,8,32,0.82,UNVERIFIED,,screenshots/project-desk.png
1077,promise-gate,Promise Gate,https://devpost.com/software/promise-gate,S1R,8,8,8,8,32,0.82,UNVERIFIED,,screenshots/promise-gate.png
1078,prompt-canvas,Prompt Canvas,https://devpost.com/software/prompt-canvas,S1R,8,8,8,8,32,0.83,UNVERIFIED,,screenshots/prompt-canvas.png
1079,relay-o56i9a,Relay,https://devpost.com/software/relay-o56i9a,S1R,8,8,8,8,32,0.86,UNVERIFIED,,screenshots/relay-o56i9a.png
1080,rockfoundry,RockFoundry,https://devpost.com/software/rockfoundry,S1R,8,8,8,8,32,0.81,UNVERIFIED,,screenshots/rockfoundry.png
1081,rogerthat-49mbtz,Benchkeeper,https://devpost.com/software/rogerthat-49mbtz,S2,8.0,8.0,8.0,8.0,32.0,0.905,CLAIM_ONLY,,screenshots/rogerthat-49mbtz.png
1082,roomcraft-dsqifg,RoomCraft,https://devpost.com/software/roomcraft-dsqifg,S1R,8,8,8,8,32,0.81,UNVERIFIED,,screenshots/roomcraft-dsqifg.png
1083,roomwright,Roomwright,https://devpost.com/software/roomwright,S1R,8,8,8,8,32,0.82,UNVERIFIED,,screenshots/roomwright.png
1084,rota-agent-collaborative-shift-scheduling,"Rota: the agent proposes, you approve",https://devpost.com/software/rota-agent-collaborative-shift-scheduling,S1R,8,8,8,8,32,0.83,UNVERIFIED,,screenshots/rota-agent-collaborative-shift-scheduling.png
1085,salesive-graphics,Salesive Graphics,https://devpost.com/software/salesive-graphics,S1R,8,8,8,8,32,0.87,UNVERIFIED,,screenshots/salesive-graphics.png
1086,saturate,Saturate,https://devpost.com/software/saturate,S1R,8,8,8,8,32,0.84,UNVERIFIED,,screenshots/saturate.png
1087,sauna-quote-x-ray,Sauna Quote X-Ray,https://devpost.com/software/sauna-quote-x-ray,S1R,8,8,8,8,32,0.84,UNVERIFIED,,screenshots/sauna-quote-x-ray.png
1088,screen-blueprint-studio,Screen Blueprint Studio,https://devpost.com/software/screen-blueprint-studio,S1R,8,8,8,8,32,0.82,UNVERIFIED,,screenshots/screen-blueprint-studio.png
1089,seatcraft,SeatCraft,https://devpost.com/software/seatcraft,S1R,8,8,8,8,32,0.86,UNVERIFIED,,screenshots/seatcraft.png
1090,serendipity-qey93x,Serendipity,https://devpost.com/software/serendipity-qey93x,S1R,8,8,8,8,32,0.84,UNVERIFIED,,screenshots/serendipity-qey93x.png
1091,shipment-document-check,Shipment Document Check,https://devpost.com/software/shipment-document-check,S1R,8,8,8,8,32,0.86,UNVERIFIED,,screenshots/shipment-document-check.png
1092,siftio,SiftIO,https://devpost.com/software/siftio,S1R,8,8,8,8,32,0.82,UNVERIFIED,,screenshots/siftio.png
1093,sigmastudio,Sigma Studio | AI driven Editor,https://devpost.com/software/sigmastudio,S1R,8,8,8,8,32,0.79,UNVERIFIED,,screenshots/sigmastudio.png
1094,signoff-the-agent-proposes-you-decide,"Signoff - the agent proposes, you decide",https://devpost.com/software/signoff-the-agent-proposes-you-decide,S1R,8,8,8,8,32,0.82,UNVERIFIED,,screenshots/signoff-the-agent-proposes-you-decide.png
1095,signpost-a8iuk9,Signpost,https://devpost.com/software/signpost-a8iuk9,S1R,8,8,8,8,32,0.82,UNVERIFIED,,screenshots/signpost-a8iuk9.png
1096,situationroom,SituationRoom,https://devpost.com/software/situationroom,S1R,8,8,8,8,32,0.8,UNVERIFIED,,screenshots/situationroom.png
1097,splittrip-h34rnd,SplitTrip,https://devpost.com/software/splittrip-h34rnd,S1R,8,8,8,8,32,0.82,UNVERIFIED,,screenshots/splittrip-h34rnd.png
1098,spotlight-x9ha3u,Spotlight,https://devpost.com/software/spotlight-x9ha3u,S1R,8,8,8,8,32,0.85,UNVERIFIED,,screenshots/spotlight-x9ha3u.png
1099,sprintfy,Sprintfy,https://devpost.com/software/sprintfy,S1,8.0,8.0,8.0,8.0,32.0,0.84,UNVERIFIED,,screenshots/sprintfy.png
1100,storyroom-q41hev,StoryRoom,https://devpost.com/software/storyroom-q41hev,S1R,8,8,8,8,32,0.87,UNVERIFIED,,screenshots/storyroom-q41hev.png
1101,stow,Stow,https://devpost.com/software/stow,S1R,8,8,8,8,32,0.84,UNVERIFIED,,screenshots/stow.png
1102,streambot-agent-edition,StreamBot | Agent Edition,https://devpost.com/software/streambot-agent-edition,S1R,8,8,8,8,32,0.81,UNVERIFIED,,screenshots/streambot-agent-edition.png
1103,studyloop-yq4zej,StudyLoop,https://devpost.com/software/studyloop-yq4zej,S1R,8,8,8,8,32,0.82,UNVERIFIED,,screenshots/studyloop-yq4zej.png
1104,switchback,SwitchBack,https://devpost.com/software/switchback,S1R,8,8,8,8,32,0.85,UNVERIFIED,,screenshots/switchback.png
1105,synapse-studio,Synapse Studio,https://devpost.com/software/synapse-studio,S1R,8,8,8,8,32,0.81,UNVERIFIED,,screenshots/synapse-studio.png
1106,takt_shift,takt_shift,https://devpost.com/software/takt_shift,S1R,8,8,8,8,32,0.82,UNVERIFIED,,screenshots/takt_shift.png
1107,tbd-h5st0w,ArchitectureLab,https://devpost.com/software/tbd-h5st0w,S1R,8,8,8,8,32,0.83,UNVERIFIED,,screenshots/tbd-h5st0w.png
1108,tengu-a-restaurant-your-agent-can-actually-use,Tengu and Boykot web mcp the art of interact with agents,https://devpost.com/software/tengu-a-restaurant-your-agent-can-actually-use,S1R,8,8,8,8,32,0.8,UNVERIFIED,,screenshots/tengu-a-restaurant-your-agent-can-actually-use.png
1109,ticketnauta-ai-seat-concierge,Ticketnauta Seat Concierge,https://devpost.com/software/ticketnauta-ai-seat-concierge,S1R,8,8,8,8,32,0.84,UNVERIFIED,,screenshots/ticketnauta-ai-seat-concierge.png
1110,todo-96bx0k,AgentDraw,https://devpost.com/software/todo-96bx0k,S1R,8,8,8,8,32,0.82,UNVERIFIED,,screenshots/todo-96bx0k.png
1111,toolforge-safc6r,ToolForge,https://devpost.com/software/toolforge-safc6r,S1R,8,8,8,8,32,0.84,UNVERIFIED,,screenshots/toolforge-safc6r.png
1112,toolproof,UITester,https://devpost.com/software/toolproof,S1R,8,8,8,8,32,0.88,UNVERIFIED,,screenshots/toolproof.png
1113,triangulate-h4ngc3,Triangulate,https://devpost.com/software/triangulate-h4ngc3,S1R,8,8,8,8,32,0.84,UNVERIFIED,,screenshots/triangulate-h4ngc3.png
1114,trinity-gate,Trinity Gate,https://devpost.com/software/trinity-gate,S1R,8,8,8,8,32,0.84,UNVERIFIED,,screenshots/trinity-gate.png
1115,tripcanvas-yewm6j,tripcanvas,https://devpost.com/software/tripcanvas-yewm6j,S1R,8,8,8,8,32,0.88,UNVERIFIED,,screenshots/tripcanvas-yewm6j.png
1116,uk-ai-radar-read-the-government-with-your-agent,uk.gov Radar,https://devpost.com/software/uk-ai-radar-read-the-government-with-your-agent,S1R,8,8,8,8,32,0.8,UNVERIFIED,,screenshots/uk-ai-radar-read-the-government-with-your-agent.png
1117,unitscope,UnitScope,https://devpost.com/software/unitscope,S1R,8,8,8,8,32,0.83,UNVERIFIED,,screenshots/unitscope.png
1118,vast-6te8ap,Vast,https://devpost.com/software/vast-6te8ap,S1R,8,8,8,8,32,0.84,UNVERIFIED,,screenshots/vast-6te8ap.png
1119,velvet-signal,Velvet Signal,https://devpost.com/software/velvet-signal,S1R,8,8,8,8,32,0.79,UNVERIFIED,,screenshots/velvet-signal.png
1120,vigil-hjtq9b,Virgil,https://devpost.com/software/vigil-hjtq9b,S1R,8,8,8,8,32,0.79,UNVERIFIED,,screenshots/vigil-hjtq9b.png
1121,voiceguard-lfyzjv,VoiceGuard,https://devpost.com/software/voiceguard-lfyzjv,S1R,8,8,8,8,32,0.84,UNVERIFIED,,screenshots/voiceguard-lfyzjv.png
1122,vt-y4n8u0,VT,https://devpost.com/software/vt-y4n8u0,S1R,8,8,8,8,32,0.86,UNVERIFIED,,screenshots/vt-y4n8u0.png
1123,wcrew,wcrew,https://devpost.com/software/wcrew,S1R,8,8,8,8,32,0.85,UNVERIFIED,,screenshots/wcrew.png
1124,weave-1nyq6x,Weave,https://devpost.com/software/weave-1nyq6x,S1R,8,8,8,8,32,0.86,UNVERIFIED,,screenshots/weave-1nyq6x.png
1125,webmcp-chess-coach,WebMCP Chess Coach,https://devpost.com/software/webmcp-chess-coach,S1R,8,8,8,8,32,0.86,UNVERIFIED,,screenshots/webmcp-chess-coach.png
1126,webmcp-course-planner,WebMCP Course Planner,https://devpost.com/software/webmcp-course-planner,S1R,8,8,8,8,32,0.85,UNVERIFIED,,screenshots/webmcp-course-planner.png
1127,webmcp-doctor,WebMCP Doctor,https://devpost.com/software/webmcp-doctor,S1R,8,8,8,8,32,0.86,UNVERIFIED,,screenshots/webmcp-doctor.png
1128,webmcp-guardrail-labs,WebMCP Guardrail Labs,https://devpost.com/software/webmcp-guardrail-labs,S1R,8,8,8,8,32,0.88,UNVERIFIED,,screenshots/webmcp-guardrail-labs.png
1129,webmcp-qcg-quantum-call-gate,WebMCP-QCG: Quantum Call Gate,https://devpost.com/software/webmcp-qcg-quantum-call-gate,S1R,8,8,8,8,32,0.78,UNVERIFIED,,screenshots/webmcp-qcg-quantum-call-gate.png
1130,webtrace-atlas,WebTrace Atlas,https://devpost.com/software/webtrace-atlas,S1R,8,8,8,8,32,0.85,UNVERIFIED,,screenshots/webtrace-atlas.png
1131,weople-wtadg4,Weople,https://devpost.com/software/weople-wtadg4,S1R,8,8,8,8,32,0.8,UNVERIFIED,,screenshots/weople-wtadg4.png
1132,whiteboard-live,Whiteboard Agent,https://devpost.com/software/whiteboard-live,S1R,8,8,8,8,32,0.81,UNVERIFIED,,screenshots/whiteboard-live.png
1133,wimy-what-s-in-my-room-interior-planner,Wimy: What's in My Room Interior Planner,https://devpost.com/software/wimy-what-s-in-my-room-interior-planner,S1R,8,8,8,8,32,0.82,UNVERIFIED,,screenshots/wimy-what-s-in-my-room-interior-planner.png
1134,withgex-human-agent-collaborative-planning-with-webmcp,WithGeX — Human + Agent Collaborative Planning with WebMCP,https://devpost.com/software/withgex-human-agent-collaborative-planning-with-webmcp,S1R,8,8,8,8,32,0.82,UNVERIFIED,,screenshots/withgex-human-agent-collaborative-planning-with-webmcp.png
1135,wordlift-ai-audit,WordLift AI Audit,https://devpost.com/software/wordlift-ai-audit,S1R,8,8,8,8,32,0.83,UNVERIFIED,,screenshots/wordlift-ai-audit.png
1136,workspec-studio,WorkSpec Studio,https://devpost.com/software/workspec-studio,S1R,8,8,8,8,32,0.83,UNVERIFIED,,screenshots/workspec-studio.png
1137,woven-wzefyv,Woven,https://devpost.com/software/woven-wzefyv,S1R,8,8,8,8,32,0.84,UNVERIFIED,,screenshots/woven-wzefyv.png
1138,wyd-dfituy,wyd,https://devpost.com/software/wyd-dfituy,S1R,8,8,8,8,32,0.82,UNVERIFIED,,screenshots/wyd-dfituy.png
1139,zenith-studio,Zenith Studio,https://devpost.com/software/zenith-studio,S1R,8,8,8,8,32,0.81,UNVERIFIED,,screenshots/zenith-studio.png
1140,zzaim-the-agent-reads-the-contract-not-the-screen,"ZZAIM — the agent reads the contract, not the screen",https://devpost.com/software/zzaim-the-agent-reads-the-contract-not-the-screen,S1R,8,8,8,8,32,0.85,UNVERIFIED,,screenshots/zzaim-the-agent-reads-the-contract-not-the-screen.png
1141,companion-sketch,Companion Sketch,https://devpost.com/software/companion-sketch,S2,8.0,8.0,7.5,8.5,32.0,0.84,VERIFIED_RUNTIME,,screenshots/companion-sketch.png
1142,second-cursor-moving-day,Second Cursor: Moving Day,https://devpost.com/software/second-cursor-moving-day,S2,8.0,8.0,7.5,8.5,32.0,0.89,VERIFIED_RUNTIME,,screenshots/second-cursor-moving-day.png
1143,alpix,Alpix,https://devpost.com/software/alpix,S1R,8,8,7,9,32,0.83,UNVERIFIED,,screenshots/alpix.png
1144,autolab-by-automoto,AutoLab by AutoMoto,https://devpost.com/software/autolab-by-automoto,S1R,8,8,7,9,32,0.82,UNVERIFIED,,screenshots/autolab-by-automoto.png
1145,branchiverse,Branchiverse,https://devpost.com/software/branchiverse,S1R,8,8,7,9,32,0.86,UNVERIFIED,,screenshots/branchiverse.png
1146,canvas-co-pilot-webmcp-mindmap,Canvas Co-Pilot: WebMCP Mindmap,https://devpost.com/software/canvas-co-pilot-webmcp-mindmap,S1R,8,8,7,9,32,0.55,UNVERIFIED,,screenshots/canvas-co-pilot-webmcp-mindmap.png
1147,chardesk,CharDesk,https://devpost.com/software/chardesk,S1R,8,8,7,9,32,0.69,UNVERIFIED,,screenshots/chardesk.png
1148,colino,million.pixels,https://devpost.com/software/colino,S1R,8,8,7,9,32,0.79,UNVERIFIED,,screenshots/colino.png
1149,dwa-na-jeden-wedding-dance-ai-coach,Dwa na Jeden — Wedding Dance AI Coach,https://devpost.com/software/dwa-na-jeden-wedding-dance-ai-coach,S1R,8,8,7,9,32,0.81,UNVERIFIED,,screenshots/dwa-na-jeden-wedding-dance-ai-coach.png
1150,elijahos,ElijahOS,https://devpost.com/software/elijahos,S1R,8,8,7,9,32,0.84,UNVERIFIED,,screenshots/elijahos.png
1151,habitat-null,HABITAT/NULL,https://devpost.com/software/habitat-null,S1,8.0,8.0,7.0,9.0,32.0,0.835,UNVERIFIED,,screenshots/habitat-null.png
1152,jam-2rdgo7,Jam,https://devpost.com/software/jam-2rdgo7,S1R,8,8,7,9,32,0.8,UNVERIFIED,,screenshots/jam-2rdgo7.png
1153,moth-forge-quampute,MOTH FORGE: QUAMPUTE,https://devpost.com/software/moth-forge-quampute,S1R,8,8,7,9,32,0.87,UNVERIFIED,,screenshots/moth-forge-quampute.png
1154,scummwebmcp,The Secret of WebMCP Island,https://devpost.com/software/scummwebmcp,S1R,8,8,7,9,32,0.84,UNVERIFIED,,screenshots/scummwebmcp.png
1155,taste-gate,Taste Gate,https://devpost.com/software/taste-gate,S1R,8,8,7,9,32,0.82,UNVERIFIED,,screenshots/taste-gate.png
1156,team-rocket-command-center,Team Rocket Command Center,https://devpost.com/software/team-rocket-command-center,S1R,8,8,7,9,32,0.84,UNVERIFIED,,screenshots/team-rocket-command-center.png
1157,tour-community,"KOTOAGE — ""Le Petit Donjon""",https://devpost.com/software/tour-community,S1R,8,8,7,9,32,0.84,UNVERIFIED,,screenshots/tour-community.png
1158,versailles-the-thread-of-time,Versailles — The Thread of Time,https://devpost.com/software/versailles-the-thread-of-time,S1R,8,8,7,9,32,0.81,UNVERIFIED,,screenshots/versailles-the-thread-of-time.png
1159,vibetide,VibeTide Live,https://devpost.com/software/vibetide,S1R,8,8,7,9,32,0.84,UNVERIFIED,,screenshots/vibetide.png
1160,webmc-p,webMC(P),https://devpost.com/software/webmc-p,S1R,8,8,7,9,32,0.82,UNVERIFIED,,screenshots/webmc-p.png
1161,abc-0sa2db,NOD,https://devpost.com/software/abc-0sa2db,S1R,8,7,9,8,32,0.76,UNVERIFIED,,screenshots/abc-0sa2db.png
1162,accesscanary,AccessCanary,https://devpost.com/software/accesscanary,S1R,8,7,9,8,32,0.79,UNVERIFIED,,screenshots/accesscanary.png
1163,agentic-sudoku,Agentic Sudoku,https://devpost.com/software/agentic-sudoku,S1R,8,7,9,8,32,0.84,UNVERIFIED,,screenshots/agentic-sudoku.png
1164,applyflow-5xj8a2,ApplyFlow,https://devpost.com/software/applyflow-5xj8a2,S1R,8,7,9,8,32,0.82,UNVERIFIED,,screenshots/applyflow-5xj8a2.png
1165,buildready,BuildReady,https://devpost.com/software/buildready,S1R,8,7,9,8,32,0.79,UNVERIFIED,,screenshots/buildready.png
1166,cove-a-webmcp-native-fertility-journey,"Cove Fertility — Find Surrogates, Egg Donors & Sperm Donors",https://devpost.com/software/cove-a-webmcp-native-fertility-journey,S1R,8,7,9,8,32,0.8,UNVERIFIED,,screenshots/cove-a-webmcp-native-fertility-journey.png
1167,doingly,Overturn,https://devpost.com/software/doingly,S1R,8,7,9,8,32,0.81,UNVERIFIED,,screenshots/doingly.png
1168,emr-webmcp,EMR WebMCP: LabLatch,https://devpost.com/software/emr-webmcp,S1R,8,7,9,8,32,0.84,UNVERIFIED,,screenshots/emr-webmcp.png
1169,endotoxin,Ordering an Endotoxin Assay from My Lab Notebook,https://devpost.com/software/endotoxin,S1R,8,7,9,8,32,0.77,UNVERIFIED,,screenshots/endotoxin.png
1170,entorno-camaleon,Entorno Camaleón,https://devpost.com/software/entorno-camaleon,S1R,8,7,9,8,32,0.79,UNVERIFIED,,screenshots/entorno-camaleon.png
1171,exposed-fdezx4,Exposed,https://devpost.com/software/exposed-fdezx4,S1R,8,7,9,8,32,0.76,UNVERIFIED,,screenshots/exposed-fdezx4.png
1172,healthbook-rp03gy,HealthBook,https://devpost.com/software/healthbook-rp03gy,S1R,8,7,9,8,32,0.78,UNVERIFIED,,screenshots/healthbook-rp03gy.png
1173,kurdish-calendar-agent,Kurdish Calendar Agent,https://devpost.com/software/kurdish-calendar-agent,S1R,8,7,9,8,32,0.8,UNVERIFIED,,screenshots/kurdish-calendar-agent.png
1174,markdown-stripper,MarkDown Stripper,https://devpost.com/software/markdown-stripper,S1R,8,7,9,8,32,0.85,UNVERIFIED,,screenshots/markdown-stripper.png
1175,netify-cn6wma,Netify — Agent-Native Recovery & Business Memory for SMEs,https://devpost.com/software/netify-cn6wma,S1R,8,7,9,8,32,0.8,UNVERIFIED,,screenshots/netify-cn6wma.png
1176,openings-agent-native-job-discovery,Openings — Agent Native Job Discovery,https://devpost.com/software/openings-agent-native-job-discovery,S1R,8,7,9,8,32,0.81,UNVERIFIED,,screenshots/openings-agent-native-job-discovery.png
1177,strategyshifu,StrategyShifu,https://devpost.com/software/strategyshifu,S1R,8,7,9,8,32,0.81,UNVERIFIED,,screenshots/strategyshifu.png
1178,viernes-autonomous-gym-erp-visual-floor-commander,Viernes — Autonomous Gym ERP & Visual Floor Commander,https://devpost.com/software/viernes-autonomous-gym-erp-visual-floor-commander,S1R,8,7,9,8,32,0.75,UNVERIFIED,,screenshots/viernes-autonomous-gym-erp-visual-floor-commander.png
1179,vocalapply-voice-driven-web-application-built-with-webmcp,VocalApply - voice-driven job application,https://devpost.com/software/vocalapply-voice-driven-web-application-built-with-webmcp,S1R,8,7,9,8,32,0.84,UNVERIFIED,,screenshots/vocalapply-voice-driven-web-application-built-with-webmcp.png
1180,webmcp-guard-studio,WebMCP Guard Studio,https://devpost.com/software/webmcp-guard-studio,S1R,8,7,9,8,32,0.85,UNVERIFIED,,screenshots/webmcp-guard-studio.png
1181,clotho-in-progress,Clotho,https://devpost.com/software/clotho-in-progress,S1R,8,7,8,9,32,0.79,UNVERIFIED,,screenshots/clotho-in-progress.png
1182,consensus-square,CONSENSUS SQUARE,https://devpost.com/software/consensus-square,S1R,8,7,8,9,32,0.78,UNVERIFIED,,screenshots/consensus-square.png
1183,dentalsculptor-webmcp,DentalSculptor WebMCP,https://devpost.com/software/dentalsculptor-webmcp,S1R,8,7,8,9,32,0.78,UNVERIFIED,,screenshots/dentalsculptor-webmcp.png
1184,escape-rooms-403,Escape Rooms: 403,https://devpost.com/software/escape-rooms-403,S1R,8,7,8,9,32,0.8,UNVERIFIED,,screenshots/escape-rooms-403.png
1185,falsify-8d5a6t,Falsify,https://devpost.com/software/falsify-8d5a6t,S1R,8,7,8,9,32,0.76,UNVERIFIED,,screenshots/falsify-8d5a6t.png
1186,fenoa,Fenoa,https://devpost.com/software/fenoa,S1R,8,7,8,9,32,0.74,UNVERIFIED,,screenshots/fenoa.png
1187,match-cut,Match Cut,https://devpost.com/software/match-cut,S1R,8,7,8,9,32,0.8,UNVERIFIED,,screenshots/match-cut.png
1188,monstersdna,MonstersDNA,https://devpost.com/software/monstersdna,S1R,8,7,8,9,32,0.8,UNVERIFIED,,screenshots/monstersdna.png
1189,regia,Regia,https://devpost.com/software/regia,S1R,8,7,8,9,32,0.77,UNVERIFIED,,screenshots/regia.png
1190,splat-studio,Splat Studio,https://devpost.com/software/splat-studio,S1R,8,7,8,9,32,0.77,UNVERIFIED,,screenshots/splat-studio.png
1191,structural-evolution,Structural Evolution,https://devpost.com/software/structural-evolution,S1R,8,7,8,9,32,0.67,UNVERIFIED,,screenshots/structural-evolution.png
1192,the-spark-between-us,The Spark Between Us,https://devpost.com/software/the-spark-between-us,S1R,8,7,8,9,32,0.78,UNVERIFIED,,screenshots/the-spark-between-us.png
1193,vettory,Vettory,https://devpost.com/software/vettory,S1R,8,7,8,9,32,0.83,UNVERIFIED,,screenshots/vettory.png
1194,webreform-ai,WebReform AI,https://devpost.com/software/webreform-ai,S1R,8,7,8,9,32,0.82,UNVERIFIED,,screenshots/webreform-ai.png
1195,a11y-mcp,a11y-mcp,https://devpost.com/software/a11y-mcp,S1R,8,6,10,8,32,0.78,UNVERIFIED,,screenshots/a11y-mcp.png
1196,clunk,Clunk,https://devpost.com/software/clunk,S1R,7,8,9,8,32,0.85,UNVERIFIED,,screenshots/clunk.png
1197,nonprofit-pass,Nonprofit Pass,https://devpost.com/software/nonprofit-pass,S1R,7,8,9,8,32,0.82,UNVERIFIED,,screenshots/nonprofit-pass.png
1198,arcana-table-rpg-with-an-ai-dm-do-push-ups-for-natural-20s,Arcana Table: RPG with an AI DM: Do push-ups for natural 20s,https://devpost.com/software/arcana-table-rpg-with-an-ai-dm-do-push-ups-for-natural-20s,S1R,6,8,8,10,32,0.84,UNVERIFIED,,screenshots/arcana-table-rpg-with-an-ai-dm-do-push-ups-for-natural-20s.png
1199,airlock-audience-overlap-without-sharing-customer-data,Airlock - audience overlap without sharing customer data,https://devpost.com/software/airlock-audience-overlap-without-sharing-customer-data,S2,10.0,2.5,9.0,10.0,31.5,0.94,FAILED,,screenshots/airlock-audience-overlap-without-sharing-customer-data.png
1200,halcyon-a-rescue-for-two-crew-you-and-your-agent,HALCYON — a rescue for two crew: you and your agent,https://devpost.com/software/halcyon-a-rescue-for-two-crew-you-and-your-agent,S2,9.5,5.0,7.0,10.0,31.5,0.905,VIDEO_VERIFIED,,screenshots/halcyon-a-rescue-for-two-crew-you-and-your-agent.png
1201,hitch-by-agent9,Hitch by Agent9,https://devpost.com/software/hitch-by-agent9,S2,9.5,4.0,8.5,9.5,31.5,0.89,CLAIM_ONLY,,screenshots/hitch-by-agent9.png
1202,decisionplay-live,DecisionPlay Live,https://devpost.com/software/decisionplay-live,S1,9.0,6.5,8.0,8.0,31.5,0.72,UNVERIFIED,,screenshots/decisionplay-live.png
1203,kern,Kern,https://devpost.com/software/kern,S2,9.0,6.5,7.0,9.0,31.5,0.87,VERIFIED_RUNTIME,,screenshots/kern.png
1204,mcpmatic,BrowserMatic,https://devpost.com/software/mcpmatic,S1,9.0,6.0,8.0,8.5,31.5,0.715,UNVERIFIED,,screenshots/mcpmatic.png
1205,retailagentos-webmcp-agent-storefront,RetailAgentOS WebMCP Agent Storefront,https://devpost.com/software/retailagentos-webmcp-agent-storefront,S2,9.0,5.5,9.0,8.0,31.5,0.85,CLAIM_ONLY,,screenshots/retailagentos-webmcp-agent-storefront.png
1206,paleoscope,PaleoScope,https://devpost.com/software/paleoscope,S2,9.0,5.5,8.0,9.0,31.5,0.835,CLAIM_ONLY,,screenshots/paleoscope.png
1207,suggestibility-webmcp,Suggestibility-WebMCP,https://devpost.com/software/suggestibility-webmcp,S2,9.0,5.5,8.0,9.0,31.5,0.87,CLAIM_ONLY,,screenshots/suggestibility-webmcp.png
1208,autowebmcp-teach-an-agent-to-fish,AutoWebMCP: Teach an Agent to Fish,https://devpost.com/software/autowebmcp-teach-an-agent-to-fish,S2,9.0,5.0,8.5,9.0,31.5,0.865,VIDEO_VERIFIED,,screenshots/autowebmcp-teach-an-agent-to-fish.png
1209,guildhall,Guildhall,https://devpost.com/software/guildhall,S2,9.0,5.0,8.5,9.0,31.5,0.895,CLAIM_ONLY,,screenshots/guildhall.png
1210,ferrule,Ferrule,https://devpost.com/software/ferrule,S2,9.0,4.5,9.0,9.0,31.5,0.915,CLAIM_ONLY,,screenshots/ferrule.png
1211,firebreak-pyabc9,Firebreak,https://devpost.com/software/firebreak-pyabc9,S2,9.0,4.5,9.0,9.0,31.5,0.885,CLAIM_ONLY,,screenshots/firebreak-pyabc9.png
1212,relay-proof-before-power,RELAY — Proof Before Power,https://devpost.com/software/relay-proof-before-power,S2,9.0,4.5,8.5,9.5,31.5,0.84,CLAIM_ONLY,,screenshots/relay-proof-before-power.png
1213,relocates-io,Relocates.io,https://devpost.com/software/relocates-io,S2,9.0,4.0,8.5,10.0,31.5,0.87,VIDEO_VERIFIED,,screenshots/relocates-io.png
1214,tokenwatch-shared-llm-cost-decisions,TokenWatch: Shared LLM Cost Decisions,https://devpost.com/software/tokenwatch-shared-llm-cost-decisions,S2,8.5,8.0,8.0,7.0,31.5,0.905,VERIFIED_RUNTIME,,screenshots/tokenwatch-shared-llm-cost-decisions.png
1215,kineticflow-ai-motion-design-studio,KineticFlow: AI Motion Design Studio,https://devpost.com/software/kineticflow-ai-motion-design-studio,S2,8.5,8.0,7.0,8.0,31.5,0.9,VERIFIED_RUNTIME,,screenshots/kineticflow-ai-motion-design-studio.png
1216,openbento,OpenBento,https://devpost.com/software/openbento,S2,8.5,7.5,7.5,8.0,31.5,0.86,CLAIM_ONLY,,screenshots/openbento.png
1217,name-pv8j57,"Spotigo : Spot it , report it , fix it!",https://devpost.com/software/name-pv8j57,S2,8.5,7.0,8.0,8.0,31.5,0.84,VIDEO_VERIFIED,,screenshots/name-pv8j57.png
1218,sable-1ink36,Sable,https://devpost.com/software/sable-1ink36,S2,8.5,7.0,6.0,10.0,31.5,0.88,CLAIM_ONLY,,screenshots/sable-1ink36.png
1219,compute,Compute,https://devpost.com/software/compute,S1,8.5,6.5,8.5,8.0,31.5,0.76,UNVERIFIED,,screenshots/compute.png
1220,aura-67z1od,Aura,https://devpost.com/software/aura-67z1od,S1,8.5,6.5,8.0,8.5,31.5,0.635,UNVERIFIED,,screenshots/aura-67z1od.png
